REFCODE,A,B,C,α,β,γ,Volume,Density,Atom Count,Total Dispersion Correction Energy (vdW) eV,Total Energy eV,Difference in Energy eV,Total Energy Per Molecule eV,Energy per Atom (vdW) eV,CC,CH,CCl,CO,CS,CBr,CN,HBr,HH,HO,HS,HCl,HN,OCl,OO,OS,BrO,ON,NN,ClCl,NS,SS,NCl,SCl,ClBr,SBr,NBr,BrBr,FF,FO,FC,FH,FS,FCl,FN,FBr,II,BrI,ClI,FI,SI,OI,NI,CI,HI,BAND GAP
RICBUB,6.9352,8.3343,8.6681,92.2059,100.691,93.0748,491.0204,2.02904,42,-5139.0179,-5135.7619,-3.256,-2567.88095,-0.07752381,10.8,15.8,0,0,0,1.4,0,37.7,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.431
RINFAX,9.144,11.77,10.614,90,90,90,1142.275,1.48448,108,-14869.11,-14861.416,-7.694,-3715.354075,-0.071240741,11.7,27.4,0,0,0,0,0.3,0,30.7,27.3,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.747
RIGVEJ02,13.314,13.314,7.712,90,90,25.313,584.521,1.67719,52,-12047.394,-12043.929,-3.4652,-6021.9644,-0.066638462,7,9.2,0,7.6,0,0,2.2,0,10.3,12,0,0,0.2,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,0,10.6,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.496
ROMMUC,15.869,7.235,15.987,90,117.473,90,1628.392,1.43883,144,-24742.695,-24734.476,-8.21882,-6183.618995,-0.057075139,2,12.8,1.5,0.1,0,0,0.1,0,25.6,4.4,0,11.1,5.9,0,0,0,0,1,0,1.1,0,0,0.5,0,0,0,0,0,0,0.3,8.2,24.4,0,1,0,0,0,0,0,0,0,0,0,0,0,3.017
RUNKIW,6.998,7.006,11.802,94.397,94.702,96.705,570.546,1.54981,56,-8933.582,-8929.326,-4.2557,-4464.663,-0.075994643,17.5,10.5,0,0,0,0,4.3,0,28.3,0,0,0,11,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,2,0,4.6,21.2,0,0,0.3,0,0,0,0,0,0,0,0,0,0,1.221
RUNKOC,3.742,11.383,13.627,97.182,92.699,98.724,567.936,1.55693,56,-8933.667,-8929.365,-4.3021,-4464.68235,-0.076823214,16.2,15.3,0,0,0,0,3.9,0,24.1,0,0,0,10.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1.1,0,2.5,25.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1.19
RUNKUI,11.63,8.159,14.278,90,114.3,90,1234.801,1.62574,112,-23027.101,-23019.166,-7.93507,-5754.7916,-0.070848839,15.7,8.4,0,0,0,0,4.1,0,9.5,0,0,0,9.7,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,6.4,0,9,36,0,0,1.2,0,0,0,0,0,0,0,0,0,0,1.108
RUNLAP,12.812,7.946,15.18,90,95.862,90,1537.277,1.67761,136,-30793.138,-30783.64,-9.49855,-7695.90996,-0.069842279,16,11.3,0,0,0,0,3.5,0,5.8,0,0,0,7.9,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,13.1,0,9.9,31.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.734
SOFWIV01,7.715,15.366,11.734,90,90,90,1391.066,2.25284,96,-13844.233,-13837.175,-7.0577,-1729.64685,-0.073517708,0,29,0,0,0,4.7,0,41.6,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.822
SOYYAI,3.943,5.928,29.704,90,90,90,694.311,1.9421,56,-10434.202,-10430.222,-3.97941564,-2607.555569,-0.071060994,7.2,13,0,3.4,0,1.7,0,26.6,11.7,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,4,4.1,3.3,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.434
SIBTAZ,16.054,16.054,7.349,101.231,101.231,29.387,910.346906,1.68949,70,-12301.463,-12296.212,-5.25153189,-6148.105938,-0.075021884,14.1,15.7,0.3,0,0,3.1,1.5,6.2,11,0,0,20.2,0.4,0,0,0,0,0,0,1.8,0,0,0,0,0,0,3.7,1.5,0,0,6.5,11,0,1.6,1.4,0,0,0,0,0,0,0,0,0,0,2.457
SODQEJ,8.91,12.843,12.864,98.134,106.216,104.439,1333.169979,1.28201,132,-14138.432,-14129.88,-8.55131306,-7064.940165,-0.064782675,5.6,32.4,0,0,0,0,1.4,0,54.7,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.427
SUNSUQ,5.745,10.544,11.079,114.288,98.424,92.462,601.097078,1.65293,58,-6814.217,-6810.058,-4.159559061,-3405.028824,-0.071716536,4.5,23.6,0,0,0,0.8,4.8,17.8,42.6,0,0,0,5.7,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.363
SUNTIF,7.196,11.94,13.978,90,90,90,1201.084364,1.79277,120,-15261.973,-15252.207,-9.76645325,-3813.051752,-0.08138711,18.6,11.8,0,0,0,2.1,1.5,15.2,33,0,0,0,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.043
TAHGAK01,9.656,9.656,9.656,97.588,97.588,137.383,567.967041,1.8595,45,-5601.461,-5598.386,-3.075065432,#VALUE!,-0.068334787,0,19.9,0,0,0,9.2,0,22.6,32.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61
TARPAF01,3.759,7.945,28.224,90,90,90,842.888247,1.40421,80,-9966.292,-9960.031,-6.260960183,-2490.007722,-0.078262002,18.8,16,0,0,0,0,4.9,0,22.5,0,0,0,37.7,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.551
TEFPUR,5.901,12.896,17.994,90,90,90,1369.32928,1.4031,124,-21098.57,-21091.197,-7.37270063,-5272.799268,-0.059457263,0.5,23.3,0,0,0,0,0,0,25.5,0,0,0,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,4.9,26.1,0,0,5.6,0,0,0,0,0,0,0,0,0,0,3.459
TETBBZ04,4.012,10.62,10.518,90,100.064,90,441.278435,2.96299,24,-4871.19,-4868.98,-2.209393185,-2434.490154,-0.092058049,7.9,8.8,0,0,0,7.3,0,30.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.444
THALID12,8.329,9.97,14.651,90,102.996,90,1185.413865,1.44694,116,-17747.203,-17740.095,-7.1078106,-4435.023854,-0.061274229,2.3,14.1,0,6.3,0,0,1.9,0,27.8,45.5,0,0,0.8,0,0.3,0,0,0.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.947
TIHBIW,4.679,11.276,16.295,90,90,90,859.656955,1.90906,80,-7921.312,-7915.893,-5.41924,-1978.97325,-0.0677405,1.6,21,0,0,0,0,0,0,44.7,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0.3,27.5,3.09
TIPTOD,16.213,6.924,7.947,90,90,90,892.061172,1.64171,64,-11174.757,-11169.756,-5.00074535,-2792.439033,-0.078136646,10,8.5,8.6,0,0,0,0,0,9.3,0,0,39,8.1,0,0,0,0,0,0,10.8,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86
TOLNAK,7.331,9.4,10.635,98.069,105.283,97.246,689.741067,1.36896,68,-8299.094,-8294.439,-4.654735017,#VALUE!,-0.068451986,8.7,32.9,0,0.6,0,0,0,0,41.2,15.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.967
TUNRIE,10.66,11.296,15.437,90,90,90,1858.844323,1.63006,164,-19134.649,-19124.053,-10.59651623,-4781.013225,-0.064612904,1.9,22.1,0,0,0,10.7,0,20.1,41.1,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.086
UBUCUR,11.625,3.852,17.304,90,95.336,90,771.417013,1.94498,44,-10847.543,-10842.875,-4.66793141,-5421.437566,-0.10608935,16.9,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925
UCECAG02,8.18,3.757,13.542,90,90.829,90,416.135204,1.73636,36,-7854.034,-7851.607358,-2.426995776,-3925.803679,-0.067416549,8.1,4.9,2.7,2.3,0,0,2.9,0,2.9,43.3,0,1.7,3.4,7.6,9,0,0,4.4,0.2,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.913
UCENOG01,8.124,9.754,9.796,60.248,65.638,85.405,606.304095,3.79317,24,-5929.265,-5926.312,-2.952882864,-2963.156074,-0.123036786,8.2,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,19.3,43.5,0,0,0,0,0,6.7,0,2.095
UCEPAU,7.887,9.692,9.713,60.379,65.697,85.626,580.570218,3.19847,24,-6161.492,-6158.678,-2.813755043,-3079.338905,-0.117239793,8.3,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,46.9,0,0,0,0,6.7,0,2.521
UKIXAO,3.93,14.944,16.025,90,96.138,90,935.838703,2.52541,56,-11491.057,-11486.416,-4.64040302,-2871.604074,-0.08286434,7.6,5.5,0,0,0,6.2,1,18.9,3.9,0,0,0,5.2,0,0,0,0,0,6.1,0,0,0,0,0,0,0,31,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ULAQAZ,6.277,21.526,6.984,90,109.147,90,891.508519,1.75149,80,-10271.252,-10265.368,-5.88418552,-2566.341994,-0.073552319,7.5,13.4,0,0,0,5.6,5.7,21,36.1,0,0,0,9.8,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.904
UNOXEB,8.568,12.201,9.641,90,104.446,90,976.00528,1.36985,100,-10330.304,-10323.291,-7.01335212,-2580.822786,-0.070133521,6.7,17.8,0,0,0.2,0,0.5,0,52.1,0,19.8,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068
UKIWOB,3.821,13.47,8.496,90,102.197,90,427.456689,1.7284,28,-5977.585,-5975.341,-2.244304301,-2987.67039,-0.080153725,8.2,5.8,6.6,0,0,0,0.7,0,0.4,0,0,11.1,20.6,0,0,0,0,0,4.3,24.1,0,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98
ULEBOD,6.47,7.417,7.761,65.589,87.828,88.269,338.848883,1.97988,28,-4980.399,-4978.377,-2.022116098,-2489.188534,-0.072218432,10.4,5,0,2.4,0,1.6,2.5,15.9,14.4,32.5,0,0,0.1,0,0,0,11.7,0,0,0,0,0,0,0,0,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.442
SUKTEY,10.055,5.902,12.644,90,105.336,90,723.672137,1.6393,70,-9220.939,-9216.15,-4.788972075,-4608.075142,-0.068413887,0.1,29.1,0,0,0,1.6,0.4,14.7,32.3,16.8,0,0,1.7,0,0,0,1,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.387
TAGVEC02,6.182,8.258,9.276,64.041,73.438,79.247,407.041925,1.60753,28,-5244.663,-5242.428,-2.23510245,-2621.214132,-0.079825088,8.6,6.8,8.7,0,0,0,15.3,0,1.5,0,0,12.8,16.9,0,0,0,0,0,3.2,10,0,0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.958
TAHFIR,16.201,8.597,6.698,90,90,90,932.861406,1.63068,64,-13934.569,-13930.152,-4.41614142,-3482.538116,-0.06900221,3.1,13,10.1,3.8,0,0,8.7,0,0,0.1,0,7.1,13.2,13.3,0,0,0,7.1,3.8,3.8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.191
TAQBUJ,13.46,6.727,15.266,90,105.856,90,1329.664426,1.4175,136,-15671.651,-15662.227,-9.4245572,-3915.556659,-0.069298215,2.3,22.6,2.7,0,0,0,2.5,0,42.8,0,0,12.2,13.2,0,0,0,0,0,0,1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.732
UCEPEY01,15.078,4.608,16.232,90,108.378,90,1070.353089,3.16343,48,-15373.069,-15368.789,-4.27999012,-3842.197189,-0.089166461,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,12.4,0,0,0,0,0,24.6,0,0,39.2,0,0,0,11.6,0,2.943
UHUHUC,7.35,12.007,13.855,90,90,90,1222.742858,1.79304,92,-21436.627,-21430.538,-6.08911988,-5357.634497,-0.066186086,12.4,7.6,0,0,0,6.4,0.6,2.2,5.7,0,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,6.9,0,7.9,18,0,0,5.3,13.4,0,0,0,0,0,0,0,0,0,2.755
UYOVOU,8.067,9.676,10.202,105.729,96.465,113.343,681.650751,2.22681,54,-6712.728,-6708.439,-4.288867133,-3354.219704,-0.079423465,5.2,20.4,0,0,0,0,0.4,0,32.3,0,0,0,2,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,5.4,7.5,24,2.849
VARNAF,14.914,5.833,7.867,90,101.137,90,671.600689,1.60811,64,-8604.057,-8598.768,-5.289313993,-4299.383764,-0.082645531,0.8,48.8,2.3,0,0,0,1.5,0,14.7,0,0,22.8,3.6,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07
WAMJAV,10.366,8.051,18.701,90,97.416,90,1547.739439,1.55408,148,-18076.298,-18065.966,-10.33152368,-4516.491554,-0.069807592,3.5,0.1,4.6,0,0,0,0,0,35.9,0,0,51.7,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.794
SULCEJ,5.427,11.947,23.955,90,90,90,1553.231778,1.37862,160,-18472.549,-18461.147,-11.40273987,-4615.286626,-0.071267124,4.4,43.6,0,0,0,0,0,0,40.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2.518
WOLWOK,9.447,9.13,13.895,90,98.724,90,1184.643888,1.62345,96,-16215.112,-16208.222,-6.89015033,-4052.055404,-0.071772399,5.3,10.1,10.7,2.1,0,0,0,0,17.4,14.5,0,31.2,0,0.4,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.037
WULTED,6.882,8.983,10.48,67.092,71.328,78.547,563.381769,1.26915,66,-6284.382,-6280.283,-4.098155561,-3140.141678,-0.062093266,0.5,17.5,0,0,0,0,0,0,72.4,6.4,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.287
WULZAF,8.142,11.855,11.933,90,100.91,90,1130.977433,1.41358,104,-13030.588,-13023.195,-7.39376328,-3255.798673,-0.071093878,7.3,26.3,1.6,0,0,0,0.4,0,32,0,0,15.6,15.6,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.672
XAYBOQ,8.02,11.252,11.675,90,99.891,90,1037.862934,1.32013,102,-10484.152,-10477.221,-6.93138094,-5238.610511,-0.067954715,5,38.5,0,0,1.4,0,0,0,53.6,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.857
XAYCEH,9.2,12.465,12.561,118.379,97.072,96.001,1235.650155,1.47433,114,-18979.942,-18972.774,-7.16819191,-9486.387029,-0.062878876,6.2,27.4,0,0,0.2,0,0,0,23.5,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,4,34.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.652
XEBPEB,9.19,9.19,7.938,96.796,96.796,57.001,557.143694,1.46794,64,-8234.061,-8229.742,-4.318789196,-4114.870971,-0.067481081,4.1,8.9,0,3,0,0,0,0,43.2,40.5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.302
XIPMEP,14.674,3.809,21.872,90,105.562,90,1177.605305,1.49061,120,-17080.997,-17072.116,-8.88061131,-4268.029057,-0.074005094,18.3,15.1,0,0,0,0,0,0,43.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,4.3,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.413
XIPMIT,7.603,8.478,21.225,90,100.426,90,1345.531008,1.47249,136,-20654.841,-20645.995,-8.84573101,-5161.498705,-0.06504214,11.1,14.4,0,0.4,0,0,0,0,41.4,10,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,2.8,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44
XUCPIW,7.684,10.298,14.098,82.17,87.444,88.485,1103.817654,1.53692,100,-12382.508,-12375.32,-7.18788386,-6187.660151,-0.071878839,5.9,25.7,1.8,0,0,0.6,1,12.5,33.8,0,0,9.9,8.4,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.726
XUFKUG,5.57,11.923,15.273,70.865,79.947,78.616,932.685733,1.29769,102,-11340.757,-11334.44,-6.31757853,-5667.219952,-0.061937044,0,25,0,0,0,0,0,0,59.8,15,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.014
XUJZEJ,11.001,8.156,16.482,90,102.894,90,1441.665861,1.42973,136,-18247.722,-18237.878,-9.84396084,-4559.469433,-0.072382065,13.1,15.7,0,0,0,0,7.5,0,24.9,0,0,0,36.8,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.413
YAFYIP,10.6,9.622,18.735,90,94.576,90,1904.592334,1.39605,172,-20781.69,-20769.836,-11.85477702,-5192.458913,-0.068923122,6.9,34.8,0.3,0,0,0,1,0,30.1,0,0,24.7,1.8,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55
YAQZUM,3.804,12.279,14.894,90,98.773,90,687.604064,1.95136,56,-9959.516,-9955.654,-3.862278639,-2488.913485,-0.068969261,10,5.9,0,1.2,0,3.9,0.8,17.7,14.3,33.6,0,0,0.2,0,1.8,0,5.1,2.8,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.355
YADKUL,6.429,10.042,10.094,90,94.923,90,649.182924,2.96482,36,-7028.583,-7025.558,-3.025122237,-3512.779034,-0.084031173,0,0.2,0,0,0,18.3,0,26.4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.193
YIHFOL,8.358,5.694,10.701,90,89.833,90,509.305018,1.37088,52,-6378.32,-6374.82,-3.500456458,-3187.409964,-0.06731647,0.1,36.7,0,2.2,0,0,0,0,38.6,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.695
SULREX,14.436,7.372,20.636,90,90,90,2196.288351,2.0139,160,-37068.207,-37053.301,-14.90558244,-9263.325288,-0.09315989,13.6,4.4,8.1,9.6,0,0,3.8,0,1,6.9,0,1.5,0,19.7,0,0,0,0,0,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.299
TIKFAW01,6.394,11.917,14.953,90,91.054,90,1139.144032,1.57519,104,-11402.228,-11395.111,-7.11647872,-5697.555716,-0.06842768,0.4,26.2,0,0,0,5.9,0,18,49.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.826
TUTXIQ,11.404,6.057,16.365,90,112.252,90,1046.203755,1.33792,104,-12894.512,-12887.875,-6.63685274,-6443.937663,-0.063815892,2.6,21.1,0,0.7,0,0,0,0,50.6,14.2,0,0,0.6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.277
TUTYAJ,12.091,6.08,15.876,90,112.113,90,1081.297869,1.40501,104,-15475.553,-15469.109,-6.44388963,-7734.55475,-0.061960477,2.3,17.1,0,0.3,0,0,0,0,41.4,13.6,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.9,4.7,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34
UTISAS,17.7,4.548,13.895,90,109.871,90,1051.95354,1.99586,96,-13803.029,-13796.087,-6.94161437,-3449.021724,-0.072308483,7.6,9.5,0,2.4,0,0,0,0,34.4,24.2,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0.3,0,6.2,9.5,2.627
UXOCIV,16.285,6.046,7.661,90,98.301,90,746.387302,1.48265,72,-9377.329,-9372.169,-5.160202098,-2343.042193,-0.071669474,0.3,27.4,1.5,2.3,0,0,0,0,26.4,17.4,0,19.8,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.763
WOLWEA,7.543,11.321,11.948,90,101.968,90,998.07816,1.46845,96,-13085.849,-13079.361,-6.48865116,-3269.840162,-0.067590116,8.5,19.5,4.1,0,0,0,0,0,33.9,16.1,0,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.082
WAWFUW,11.285,6.905,12.219,90,90.617,90,952.107472,2.14891,76,-14921.776,-14916.685,-5.09156494,-3729.171213,-0.066994276,0.4,7.1,0,5.9,0,0,0,0,9.7,38,0,0,0.3,0,9,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,11.7,0.2,7.9,6.1,2.227
WIYDOZ,8.259,6.01,18.957,90,99.686,90,927.447441,1.31228,100,-10293.766,-10287.261,-6.50429628,-5143.630612,-0.065042963,2,31.5,0,0,0,0,0,0,51.9,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.542
UZOWEM,7.151,14.991,15.579,66.878,81.817,79.731,1506.496719,1.7411,104,-21038.936,-21030.766,-8.16972501,-2628.845781,-0.078555048,12.2,0.6,8.7,0,0,0,0,0,12,10.1,0,24.2,0,2.4,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.466
WOYTAH,9.899,10.55,13.614,86.184,84.145,64.359,1274.645168,1.26787,128,-13150.386,-13142.085,-8.30105817,-6571.042428,-0.064852017,0.6,38,0,0,0,0,0,0,60.4,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295
XACNIA,6.046,8.616,13.052,90,101.629,90,665.96374,1.43281,76,-9486.788,-9481.896,-4.892133751,-4740.947768,-0.064370181,0.1,15,0,1,0,0,0,0,48.1,34,0,0,0.1,0,1.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.903
XIQCUX,19.423,12.549,7.404,90,97.099,90,1790.905036,2.01792,144,-32832.623,-32821.43,-11.19331769,-8205.357501,-0.077731373,21.3,6.4,0,0,0,2.4,0,13.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,7.2,0,3.4,25.4,0,0,0,12.5,0,0,0,0,0,0,0,0,0,2.109
XORYIM,8.014,8.277,8.295,69.444,66.827,66.79,452.203618,2.87087,30,-6313.166,-6310.565,-2.601014944,-3155.282487,-0.086700498,6.4,4.7,0,7.9,0,0,2,0,6.3,13.1,0,0,0.9,0,4,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,24.2,0,1.7,20.1,1.815
YEJLII04,7.201,8.031,8.062,67.635,86.241,66.686,393.992969,2.22552,32,-5435.865,-5433.543,-2.321924663,-2716.771372,-0.072560146,6.9,6.5,0,5.7,0,0,3.2,0,18.8,23.7,0,0,2.7,0,1.6,0,0,0.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.7,0,0.6,19.1,1.853
USIDAD,10.964,10.964,11.847,94.309,94.309,35.858,831.565371,1.55082,76,-15068.652,-15063.839,-4.81333538,-7531.919555,-0.06333336,10.7,18,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,9.9,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.435
XOWFOF,22.352,6.57,7.942,90,97.387,90,1156.632694,1.92464,108,-13172.024,-13163.692,-8.33206022,-3290.923052,-0.077148706,7,21.2,0,0,0,0,3.8,0,37.4,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,2.8,14.9,2.538
YODLIN01,13.551,4.469,17.916,90,108.987,90,1025.99593,1.45738,96,-11336.381,-11329.436,-6.94469456,-2832.358969,-0.072340568,5.5,21,2.2,0,0,0,0,0,32,0,0,38.3,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.406
