Entry,Index,NAME,a,b,c,alpha,gamma,beta,r_factor,calculated_density
HOMOLUMOCHON_final|OYUWOV|719,720,OYUWOV,23.324,7.4179,11.782,90.0,90.0,99.999,3.86,1.312
HOMOLUMOCHON_final|PASXIR|720,721,PASXIR,9.2183,10.2841,11.8991,90.0,90.0,90.0,5.96,1.344
HOMOLUMOCHON_final|PEGKES|721,722,PEGKES,9.6159,20.6781,8.3921,90.0,90.0,90.0,6.13,1.339
HOMOLUMOCHON_final|PESVUF|722,723,PESVUF,9.667,12.593,10.286,90.0,90.0,103.447,4.11,1.36
HOMOLUMOCHON_final|PEZCON|723,724,PEZCON,6.5306,6.5306,49.27,90.0,90.0,90.0,4.12,1.417
HOMOLUMOCHON_final|PIGJOF|724,725,PIGJOF,5.4737,15.2166,16.9657,90.0,90.0,90.0,4.04,1.393
HOMOLUMOCHON_final|PILJAW|725,726,PILJAW,5.2691,16.1279,11.9181,90.0,90.0,98.252,3.6,1.287
HOMOLUMOCHON_final|PIVBOM|726,727,PIVBOM,7.927,13.6459,19.4939,90.0,90.0,90.0,2.96,1.136
HOMOLUMOCHON_final|POHNAC|727,728,POHNAC,7.5476,13.3543,15.9884,90.0,90.0,90.0,3.59,1.205
HOMOLUMOCHON_final|PORROE|728,729,PORROE,6.2204,28.4415,9.5979,90.0,90.0,96.922,3.46,1.282
HOMOLUMOCHON_final|POXTUS|729,730,POXTUS,7.205,23.057,7.8977,90.0,90.0,94.023,6.75,1.534
HOMOLUMOCHON_final|POXYUX|730,731,POXYUX,9.3087,9.6553,10.7853,95.975,92.036,90.694,5.09,1.36
HOMOLUMOCHON_final|PUBLII|731,732,PUBLII,11.0571,9.5058,16.076,90.0,90.0,107.335,4.57,1.286
HOMOLUMOCHON_final|PUSKIY|732,733,PUSKIY,5.6405,14.7723,18.4186,90.0,90.0,90.0,2.8,1.127
HOMOLUMOCHON_final|PUSKOE|733,734,PUSKOE,5.752,14.6744,17.5551,90.0,90.0,90.0,2.85,1.158
HOMOLUMOCHON_final|QACXOJ|734,735,QACXOJ,5.7142,7.7442,24.8346,90.0,90.0,90.0,2.63,1.536
HOMOLUMOCHON_final|QAKNAT|735,736,QAKNAT,10.2807,16.6322,11.4736,90.0,90.0,113.439,4.76,1.197
HOMOLUMOCHON_final|QALNAU|736,737,QALNAU,6.646,17.261,22.793,90.0,90.0,90.0,6.29,1.15
HOMOLUMOCHON_final|QALQAX|737,738,QALQAX,25.0637,4.7474,16.5619,90.0,90.0,127.47,3.99,1.305
HOMOLUMOCHON_final|QALQEB|738,739,QALQEB,23.7529,4.7381,14.3636,90.0,90.0,117.802,4.35,1.395
HOMOLUMOCHON_final|QALQIF|739,740,QALQIF,6.5821,11.009,18.2832,90.0,90.0,90.0,3.03,1.144
HOMOLUMOCHON_final|QALQOL|740,741,QALQOL,7.7869,9.1234,19.699,90.0,90.0,90.0,2.72,1.454
HOMOLUMOCHON_final|QALQUR|741,742,QALQUR,6.2991,6.5511,32.5925,90.0,90.0,90.0,2.72,1.424
HOMOLUMOCHON_final|QALSUT|742,743,QALSUT,8.5224,12.9542,16.2502,90.0,90.0,90.0,3.25,1.224
HOMOLUMOCHON_final|QAPGIY|743,744,QAPGIY,13.8926,12.4235,8.2043,90.0,90.0,105.243,6.49,1.372
HOMOLUMOCHON_final|QAWNOS|744,745,QAWNOS,8.8583,9.1667,15.4654,88.41,65.605,80.604,4.67,1.165
HOMOLUMOCHON_final|QAYDOK|745,746,QAYDOK,13.38,6.27,13.7,90.0,90.0,107.03,6.38,1.174
HOMOLUMOCHON_final|QEGSOL|746,747,QEGSOL,6.801,6.801,27.548,90.0,90.0,90.0,2.61,1.586
HOMOLUMOCHON_final|QEMLUQ|747,748,QEMLUQ,7.908,13.611,16.309,90.0,90.0,90.0,5.78,1.182
HOMOLUMOCHON_final|QESPUA|748,749,QESPUA,11.863,13.186,13.788,90.0,90.0,90.0,4.37,1.166
HOMOLUMOCHON_final|QIBFIR|749,750,QIBFIR,10.211,15.985,10.6753,90.0,90.0,91.034,4.54,1.382
HOMOLUMOCHON_final|QICLIX01|750,751,QICLIX01,7.6729,9.3972,24.1946,90.0,90.0,90.0,2.73,1.266
HOMOLUMOCHON_final|QIFFIV|751,752,QIFFIV,14.9634,7.1821,15.9359,90.0,90.0,90.0,3.3,1.46
HOMOLUMOCHON_final|QIFLAT|752,753,QIFLAT,9.4191,11.7706,12.2382,90.0,90.0,90.0,2.7,1.294
HOMOLUMOCHON_final|QIXVIC|753,754,QIXVIC,5.8214,10.7769,17.258,76.083,89.6,82.12,4.7,1.227
HOMOLUMOCHON_final|QOMZIC|754,755,QOMZIC,7.3559,14.6704,16.7947,90.0,90.0,90.0,3.84,1.16
HOMOLUMOCHON_final|QONDON|755,756,QONDON,6.31022,8.28482,20.7306,90.0,90.0,90.0,6.44,1.24
HOMOLUMOCHON_final|QOQGIN|756,757,QOQGIN,6.1308,12.2428,12.5708,90.0,90.0,90.0,2.54,1.297
HOMOLUMOCHON_final|QOQSIZ|757,758,QOQSIZ,9.243,10.655,19.37,90.0,90.0,92.73,3.98,1.319
HOMOLUMOCHON_final|QOYSAY|758,759,QOYSAY,7.635,5.535,15.583,90.0,90.0,93.933,4.43,1.336
HOMOLUMOCHON_final|QQQFDJ03|759,760,QQQFDJ03,3.81,9.29,28.77,90.0,90.0,90.51,6.36,1.45
HOMOLUMOCHON_final|QQQFDJ04|760,761,QQQFDJ04,3.812,9.289,28.754,90.0,90.0,90.47,4.24,1.45
HOMOLUMOCHON_final|QURTAY|761,762,QURTAY,17.8678,6.7905,16.382,90.0,90.0,120.114,6.1,1.315
HOMOLUMOCHON_final|QUYTOU|762,763,QUYTOU,15.3323,4.6173,20.28,90.0,90.0,104.783,3.9,1.36
HOMOLUMOCHON_final|QUZDOF|763,764,QUZDOF,6.3468,11.517,15.678,90.0,90.0,91.47,5.07,1.115
HOMOLUMOCHON_final|RADKIS|764,765,RADKIS,15.009,5.5072,18.887,90.0,90.0,104.85,6.04,1.291
HOMOLUMOCHON_final|RAMGOB01|765,766,RAMGOB01,7.7707,13.2573,11.5427,90.0,90.0,101.027,3.3,1.538
HOMOLUMOCHON_final|RAXQOX|766,767,RAXQOX,11.175,12.09,17.46,90.0,90.0,90.0,5.43,1.286
HOMOLUMOCHON_final|RECMAO|767,768,RECMAO,6.3868,11.2128,13.866,90.0,90.0,90.0,2.86,1.299
HOMOLUMOCHON_final|REGBIP|768,769,REGBIP,9.676,12.062,16.731,90.0,90.0,90.0,3.84,1.382
HOMOLUMOCHON_final|REGLOF|769,770,REGLOF,21.487,8.1517,16.31,90.0,90.0,99.297,3.91,1.245
HOMOLUMOCHON_final|REPNUV|770,771,REPNUV,8.6623,18.1338,9.8554,90.0,90.0,105.68,3.9,1.187
HOMOLUMOCHON_final|RESORA09|771,772,RESORA09,7.811,12.615,5.427,90.0,90.0,90.0,10.1,1.442
HOMOLUMOCHON_final|REXVIA|772,773,REXVIA,5.131,16.05,19.8385,90.0,90.0,90.0,4.7,1.221
HOMOLUMOCHON_final|REXVOG|773,774,REXVOG,5.2184,7.4547,42.045,90.0,90.0,90.0,4.53,1.22
HOMOLUMOCHON_final|RIRMIP|774,775,RIRMIP,9.6751,10.2214,10.6522,90.0,90.0,96.993,3.92,1.247
HOMOLUMOCHON_final|RIVMEP|775,776,RIVMEP,11.1365,12.1929,13.343,90.0,90.0,90.344,10.61,1.38
HOMOLUMOCHON_final|RIWKEP|776,777,RIWKEP,35.208,4.9437,9.577,90.0,90.0,95.197,4.53,1.298
HOMOLUMOCHON_final|RIZCIN|777,778,RIZCIN,11.6268,7.2207,16.5351,90.0,90.0,109.196,4.56,1.369
HOMOLUMOCHON_final|ROFLII|778,779,ROFLII,4.6811,12.6577,23.3392,90.0,90.0,90.0,3.95,1.462
HOMOLUMOCHON_final|ROLVUJ|779,780,ROLVUJ,16.609,6.237,16.015,90.0,90.0,104.75,4.42,1.533
HOMOLUMOCHON_final|ROMMOW|780,781,ROMMOW,10.3088,10.2844,10.3218,90.0,90.0,113.14,2.58,1.342
HOMOLUMOCHON_final|RUBSOX|781,782,RUBSOX,5.8389,15.0931,15.1405,90.0,90.0,90.0,4.22,1.236
HOMOLUMOCHON_final|RUKNER|782,783,RUKNER,7.2829,12.2839,15.9555,90.0,90.0,90.0,3.71,1.119
HOMOLUMOCHON_final|RUMKAM|783,784,RUMKAM,12.357,11.614,11.649,90.0,90.0,106.523,3.88,1.278
HOMOLUMOCHON_final|RUMKEQ|784,785,RUMKEQ,8.8659,13.902,12.554,90.0,90.0,90.0,3.73,1.264
HOMOLUMOCHON_final|RUMKIU|785,786,RUMKIU,8.0996,15.4231,11.5468,90.0,90.0,91.846,3.98,1.292
HOMOLUMOCHON_final|RUQRAX|786,787,RUQRAX,10.8438,6.8928,26.8595,90.0,90.0,97.201,3.22,1.229
HOMOLUMOCHON_final|RUVXEM|787,788,RUVXEM,6.198,11.676,24.257,90.0,90.0,90.0,3.86,1.197
HOMOLUMOCHON_final|RUWQEG|788,789,RUWQEG,14.195,5.9546,17.0522,90.0,90.0,95.036,3.55,1.297
HOMOLUMOCHON_final|RUWQUW|789,790,RUWQUW,6.0871,8.8078,24.0887,90.0,90.0,90.0,3.27,1.257
HOMOLUMOCHON_final|RUWRAD|790,791,RUWRAD,7.0073,13.0187,12.0229,90.0,90.0,105.946,4.6,1.286
HOMOLUMOCHON_final|SATPEI01|791,792,SATPEI01,6.0638,8.1481,19.439,90.0,90.0,90.0,3.6,1.302
HOMOLUMOCHON_final|SAVZAR|792,793,SAVZAR,10.4369,11.2451,14.744,90.0,90.0,98.2799,5.34,1.359
HOMOLUMOCHON_final|SEPSIQ|793,794,SEPSIQ,6.7273,8.3794,24.102,90.0,90.0,90.362,5.23,1.282
HOMOLUMOCHON_final|SEPSOW|794,795,SEPSOW,11.599,6.519,16.717,90.0,90.0,97.35,7.19,1.315
HOMOLUMOCHON_final|SETJUX|795,796,SETJUX,9.052,5.827,24.009,90.0,90.0,92.84,4.43,1.304
HOMOLUMOCHON_final|SETKAE|796,797,SETKAE,5.706,7.743,27.906,90.0,90.0,90.0,5.46,1.338
HOMOLUMOCHON_final|SIBJOD|797,798,SIBJOD,7.8611,12.065,13.1038,90.0,90.0,90.0,2.5,1.316
HOMOLUMOCHON_final|SIFYUC|798,799,SIFYUC,8.9042,10.9978,16.0086,90.0,90.0,90.0,2.95,1.323
HOMOLUMOCHON_final|SINJAB|799,800,SINJAB,6.3126,11.2823,22.8044,90.0,90.0,90.0,3.54,1.172
HOMOLUMOCHON_final|SIQYOH|800,801,SIQYOH,9.7502,10.4517,10.5257,90.0,90.0,92.547,4.51,1.216
HOMOLUMOCHON_final|SOFRUB|801,802,SOFRUB,10.6263,14.8849,7.5385,90.0,90.0,103.132,4.16,1.34
HOMOLUMOCHON_final|SOGHEC01|802,803,SOGHEC01,8.5056,10.1688,14.4684,90.0,90.0,90.0,3.35,1.329
HOMOLUMOCHON_final|SOHQEM|803,804,SOHQEM,7.2619,8.0501,22.1369,90.0,90.0,90.0,2.99,1.295
HOMOLUMOCHON_final|SOLZAV|804,805,SOLZAV,30.1194,5.565,9.3048,90.0,90.0,98.276,3.38,1.198
HOMOLUMOCHON_final|SOYNEA|805,806,SOYNEA,21.715,7.138,15.511,90.0,90.0,121.801,5.91,1.425
HOMOLUMOCHON_final|SOYPEC|806,807,SOYPEC,19.6443,7.1966,12.652,90.0,90.0,106.438,7.0,1.256
HOMOLUMOCHON_final|SURTAB|807,808,SURTAB,8.817,9.9028,16.9103,90.0,90.0,90.0,3.45,1.27
HOMOLUMOCHON_final|SUYHUP|808,809,SUYHUP,7.813,7.9994,29.763,90.0,90.0,90.0,3.86,1.23
HOMOLUMOCHON_final|SUZNUX|809,810,SUZNUX,5.6174,13.0946,25.2021,90.0,90.0,90.0,5.05,1.356
HOMOLUMOCHON_final|TADMUI|810,811,TADMUI,16.977,13.692,11.959,90.0,90.0,90.0,7.83,1.273
HOMOLUMOCHON_final|TAQBET|811,812,TAQBET,7.3816,8.2874,34.591,90.0,90.0,95.487,4.41,1.25
HOMOLUMOCHON_final|TAYDON|812,813,TAYDON,9.654,8.269,15.48,90.0,90.0,95.24,3.7,1.254
HOMOLUMOCHON_final|TETRDO02|813,814,TETRDO02,5.8751,27.9972,5.0132,90.0,90.0,94.528,3.6,1.327
HOMOLUMOCHON_final|TEZTAU|814,815,TEZTAU,8.0816,8.6719,15.8187,90.0,90.0,91.301,3.85,1.404
HOMOLUMOCHON_final|TIBCUD|815,816,TIBCUD,12.9715,14.616,10.033,90.0,90.0,97.739,4.76,1.341
HOMOLUMOCHON_final|TIGXUD|816,817,TIGXUD,14.8886,13.891,10.3902,90.0,90.0,130.426,3.29,1.179
HOMOLUMOCHON_final|TIJKUS|817,818,TIJKUS,6.1677,15.7416,10.5141,90.0,90.0,90.763,4.1,1.361
HOMOLUMOCHON_final|TOBPOQ|818,819,TOBPOQ,11.7381,9.2061,12.4965,90.0,90.0,93.4107,4.5,1.243
HOMOLUMOCHON_final|TOHQOT|819,820,TOHQOT,6.9423,9.2387,21.8045,90.0,90.0,90.0,4.02,1.331
HOMOLUMOCHON_final|TOHSIT|820,821,TOHSIT,4.7947,10.1459,44.872,90.0,90.0,90.0,7.55,1.213
HOMOLUMOCHON_final|TOLNAK|821,822,TOLNAK,7.366,9.541,10.776,96.99,97.97,104.59,17.33,1.319
HOMOLUMOCHON_final|TONTOG|822,823,TONTOG,7.1314,12.2467,17.5488,90.0,90.0,90.0,4.01,1.198
HOMOLUMOCHON_final|TUKQUM|823,824,TUKQUM,6.4158,9.6635,20.4554,90.0,90.0,90.0,2.54,1.311
HOMOLUMOCHON_final|TUYQAG|824,825,TUYQAG,8.005,24.057,12.01,90.0,90.0,98.904,6.23,1.182
HOMOLUMOCHON_final|UCUZUP|825,826,UCUZUP,9.492,24.5859,7.0468,90.0,90.0,106.572,4.55,1.502
HOMOLUMOCHON_final|UDAKER|826,827,UDAKER,9.9476,12.6198,14.2649,90.0,90.0,107.977,5.13,1.296
HOMOLUMOCHON_final|UDAKOB|827,828,UDAKOB,12.5784,13.3052,10.4263,90.0,90.0,114.434,3.74,1.314
HOMOLUMOCHON_final|UDASAU|828,829,UDASAU,5.5117,25.419,8.197,90.0,90.0,96.634,3.92,1.608
HOMOLUMOCHON_final|UGAQUP|829,830,UGAQUP,6.81,11.268,21.796,90.0,90.0,90.0,4.64,1.201
HOMOLUMOCHON_final|UHASUS|830,831,UHASUS,7.744,11.484,16.583,90.0,90.0,90.0,4.47,1.353
HOMOLUMOCHON_final|UHITAG|831,832,UHITAG,9.3341,9.6811,11.2936,90.0,90.0,90.0,5.09,1.199
HOMOLUMOCHON_final|UHULEO|832,833,UHULEO,7.1002,11.3153,13.3885,90.0,90.0,90.0,2.7,1.335
HOMOLUMOCHON_final|UHULIS|833,834,UHULIS,15.1213,8.2239,12.3313,90.0,90.0,103.63,4.4,1.214
HOMOLUMOCHON_final|UHULOY|834,835,UHULOY,6.6827,10.6653,14.6836,90.0,90.0,90.0,2.93,1.372
HOMOLUMOCHON_final|UJELEA|835,836,UJELEA,11.3437,6.4485,13.7745,90.0,90.0,97.934,3.75,1.213
HOMOLUMOCHON_final|UJICOG|836,837,UJICOG,5.66,15.971,11.291,90.0,90.0,99.76,5.43,1.349
HOMOLUMOCHON_final|ULIGAY|837,838,ULIGAY,9.87,11.211,14.603,90.0,90.0,107.072,3.74,1.292
HOMOLUMOCHON_final|ULINOT|838,839,ULINOT,7.5277,12.9969,18.438,90.0,90.0,90.0,5.75,1.246
HOMOLUMOCHON_final|ULIYUK|839,840,ULIYUK,7.4731,11.0807,13.9955,90.0,90.0,105.044,3.26,1.189
HOMOLUMOCHON_final|UNILAF|840,841,UNILAF,11.642,7.337,20.65,90.0,90.0,104.046,6.34,1.182
HOMOLUMOCHON_final|UNUKOE|841,842,UNUKOE,11.8358,5.6664,17.5079,90.0,90.0,109.616,3.5,1.358
HOMOLUMOCHON_final|UQABEU|842,843,UQABEU,17.8833,10.3995,8.3985,90.0,90.0,98.831,3.77,1.344
HOMOLUMOCHON_final|UQOJIU|843,844,UQOJIU,4.6822,26.988,12.1414,90.0,90.0,95.771,4.17,1.568
HOMOLUMOCHON_final|URESIU|844,845,URESIU,7.0942,11.7149,10.1921,90.0,90.0,90.805,2.54,1.476
HOMOLUMOCHON_final|URUQUU|845,846,URUQUU,11.373,11.703,15.508,90.0,90.0,90.0,5.2,1.321
HOMOLUMOCHON_final|USAFUQ|846,847,USAFUQ,11.9354,6.0123,20.1095,90.0,90.0,107.087,3.27,1.273
HOMOLUMOCHON_final|USAJAA|847,848,USAJAA,10.3236,7.7518,12.1122,90.0,90.0,101.012,3.67,1.37
HOMOLUMOCHON_final|USAJEE|848,849,USAJEE,8.5598,15.3839,17.2225,90.0,90.0,90.0,3.12,1.314
HOMOLUMOCHON_final|USULEA|849,850,USULEA,5.1823,8.2031,26.5109,90.0,90.0,92.95,4.04,1.217
HOMOLUMOCHON_final|UTIQEU|850,851,UTIQEU,7.104,10.335,23.015,90.0,90.0,90.0,3.55,1.409
HOMOLUMOCHON_final|UVEHAF|851,852,UVEHAF,15.4988,6.382,20.44,90.0,90.0,93.906,7.43,1.263
HOMOLUMOCHON_final|UWACEB|852,853,UWACEB,8.52,9.0864,14.1204,75.987,82.52,84.823,4.33,1.135
HOMOLUMOCHON_final|UWACIF|853,854,UWACIF,9.2527,16.1478,16.5085,116.219,102.792,90.127,3.94,1.111
HOMOLUMOCHON_final|UWIZUW|854,855,UWIZUW,10.9098,11.9108,11.298,90.0,90.0,113.769,3.53,1.292
HOMOLUMOCHON_final|UXAXOH|855,856,UXAXOH,7.2634,11.5796,13.9766,109.372,99.475,94.344,3.82,1.308
HOMOLUMOCHON_final|UXOMOK|856,857,UXOMOK,9.2499,9.783,13.6256,84.574,68.473,82.273,4.02,1.149
HOMOLUMOCHON_final|UXUBEV|857,858,UXUBEV,9.9903,14.1946,15.5244,65.071,86.053,74.497,2.76,1.25
HOMOLUMOCHON_final|UYIRUQ|858,859,UYIRUQ,7.8612,11.9639,16.3656,90.0,90.0,90.0,4.23,1.106
HOMOLUMOCHON_final|UYUGAX|859,860,UYUGAX,6.2191,11.1721,17.86,90.0,90.0,90.0,3.71,1.244
HOMOLUMOCHON_final|UZUHED|860,861,UZUHED,9.5752,8.0227,13.7706,90.0,90.0,106.892,3.11,1.321
HOMOLUMOCHON_final|VABKIU|861,862,VABKIU,4.9668,12.305,22.552,90.0,90.0,90.0,4.88,1.37
HOMOLUMOCHON_final|VABMAO|862,863,VABMAO,7.7991,7.2595,29.589,90.0,90.0,101.977,4.27,1.38
HOMOLUMOCHON_final|VABPIZ|863,864,VABPIZ,7.3041,8.0288,29.217,90.0,90.0,90.0,3.15,1.389
HOMOLUMOCHON_final|VABQIA|864,865,VABQIA,6.2767,11.7358,23.7496,90.0,90.0,90.0,4.07,1.262
HOMOLUMOCHON_final|VABYOO|865,866,VABYOO,12.8502,8.3226,14.1865,90.0,90.0,97.765,3.59,1.389
HOMOLUMOCHON_final|VABYUU|866,867,VABYUU,5.7451,7.1746,35.708,90.0,90.0,90.0,3.81,1.445
HOMOLUMOCHON_final|VACLAO|867,868,VACLAO,7.9633,10.7166,20.8338,90.0,90.0,90.0,5.19,1.249
HOMOLUMOCHON_final|VACLIV|868,869,VACLIV,7.512,13.864,16.918,90.0,90.0,90.0,4.31,1.419
HOMOLUMOCHON_final|VANTAG|869,870,VANTAG,9.1512,10.228,18.073,90.0,90.0,90.0,3.09,1.266
HOMOLUMOCHON_final|VAPMEF|870,871,VAPMEF,10.36,15.849,14.856,90.0,90.0,90.0,4.79,1.287
HOMOLUMOCHON_final|VAPMIJ|871,872,VAPMIJ,8.466,14.227,10.401,90.0,90.0,105.44,5.18,1.3
HOMOLUMOCHON_final|VAZJOV01|872,873,VAZJOV01,6.9388,8.185,33.548,90.0,90.0,90.0,7.43,1.18
HOMOLUMOCHON_final|VECWOQ|873,874,VECWOQ,9.4166,9.1747,16.7894,90.0,90.0,92.68,4.18,1.34
HOMOLUMOCHON_final|VEYYAA|874,875,VEYYAA,30.7682,5.1307,19.1813,90.0,90.0,119.021,6.36,1.186
HOMOLUMOCHON_final|VEYYUU|875,876,VEYYUU,5.5962,11.8764,15.3886,90.0,90.0,94.074,3.88,1.2
HOMOLUMOCHON_final|VEZRIC|876,877,VEZRIC,6.6422,8.6488,16.614,90.0,90.0,90.0,3.63,1.268
HOMOLUMOCHON_final|VIGJEB|877,878,VIGJEB,18.0411,4.3133,26.474,90.0,90.0,101.214,3.71,1.116
HOMOLUMOCHON_final|VINZIC|878,879,VINZIC,9.007,12.5908,10.0473,90.0,90.0,103.831,3.59,1.262
HOMOLUMOCHON_final|VIQPOB|879,880,VIQPOB,9.7145,7.7115,14.613,90.0,90.0,94.9,5.3,1.226
HOMOLUMOCHON_final|VIWPOH|880,881,VIWPOH,9.8476,11.3058,15.2136,90.0,90.0,90.0,7.36,1.445
HOMOLUMOCHON_final|VIZJUK|881,882,VIZJUK,6.9251,12.1382,17.5278,90.0,90.0,91.588,6.28,1.345
HOMOLUMOCHON_final|VOHZAU|882,883,VOHZAU,6.2315,9.2296,17.234,90.0,90.0,93.366,3.5,1.304
HOMOLUMOCHON_final|VOLCIJ01|883,884,VOLCIJ01,5.5549,14.5774,17.7586,90.0,90.0,90.0,4.13,1.101
HOMOLUMOCHON_final|VOQNEV|884,885,VOQNEV,21.27,7.6779,13.233,90.0,90.0,101.72,5.8,1.194
HOMOLUMOCHON_final|VOQWOO|885,886,VOQWOO,5.3232,12.2981,20.8148,90.0,90.0,90.0,3.3,1.386
HOMOLUMOCHON_final|VUFHIP|886,887,VUFHIP,7.5962,8.0111,10.4017,111.3552,90.2112,93.168,3.6,1.288
HOMOLUMOCHON_final|VUMVOP|887,888,VUMVOP,11.7346,9.0075,11.8751,90.0,90.0,108.844,7.25,1.377
HOMOLUMOCHON_final|VUMVUV|888,889,VUMVUV,8.8065,9.5799,13.8828,90.0,90.0,96.494,9.78,1.394
HOMOLUMOCHON_final|VUZWAO01|889,890,VUZWAO01,16.024,11.3,7.8015,90.0,90.0,114.79,3.86,1.4
HOMOLUMOCHON_final|VUZXUK|890,891,VUZXUK,11.5648,8.4355,14.5082,90.0,90.0,112.985,3.38,1.347
HOMOLUMOCHON_final|WACKAO|891,892,WACKAO,24.2677,3.9916,14.0816,90.0,90.0,90.0,3.78,1.404
HOMOLUMOCHON_final|WACWAA|892,893,WACWAA,3.9491,12.1359,22.101,90.0,90.0,90.563,4.82,1.456
HOMOLUMOCHON_final|WAFWUW|893,894,WAFWUW,9.7595,7.9407,17.7294,90.0,90.0,91.147,6.53,1.297
HOMOLUMOCHON_final|WAFXAD|894,895,WAFXAD,10.072,10.16,10.887,100.51,95.33,108.78,4.65,1.326
HOMOLUMOCHON_final|WANNIJ|895,896,WANNIJ,9.9387,11.7542,15.485,90.0,90.0,90.0,3.81,1.367
HOMOLUMOCHON_final|WEGQEF|896,897,WEGQEF,7.2998,13.832,18.377,90.0,90.0,91.141,3.95,1.247
HOMOLUMOCHON_final|WEMWAN|897,898,WEMWAN,6.6596,6.6596,21.84,90.0,90.0,90.0,5.48,1.236
HOMOLUMOCHON_final|WEQVUK|898,899,WEQVUK,8.2333,25.9013,9.8295,90.0,90.0,95.776,4.18,1.326
HOMOLUMOCHON_final|WESTET|899,900,WESTET,6.878,27.479,5.076,90.0,90.0,90.0,4.4,1.11
HOMOLUMOCHON_final|WEZGUE|900,901,WEZGUE,6.1738,9.7488,31.179,90.0,90.0,90.0,6.27,1.177
HOMOLUMOCHON_final|WIDMIG|901,902,WIDMIG,9.0211,11.3617,17.9596,90.0,90.0,97.551,4.04,1.305
HOMOLUMOCHON_final|WIGCIZ|902,903,WIGCIZ,11.6053,9.2113,13.2192,90.0,90.0,90.26,3.94,1.261
HOMOLUMOCHON_final|WIHJAZ|903,904,WIHJAZ,7.81,8.611,17.431,90.0,90.0,90.0,4.1,1.203
HOMOLUMOCHON_final|WIKFIF01|904,905,WIKFIF01,12.473,14.26,7.8633,90.0,90.0,93.991,5.17,1.268
HOMOLUMOCHON_final|WIKSUE|905,906,WIKSUE,8.151,10.648,18.33,90.0,90.0,90.0,3.8,1.388
HOMOLUMOCHON_final|WILZAT|906,907,WILZAT,15.4894,5.2239,29.081,90.0,90.0,99.703,3.33,1.284
HOMOLUMOCHON_final|WILZEX|907,908,WILZEX,5.1005,9.8564,29.147,90.0,90.0,90.0,3.21,1.298
HOMOLUMOCHON_final|WINVAR01|908,909,WINVAR01,12.711,5.8323,23.8844,90.0,90.0,90.0,4.08,1.547
HOMOLUMOCHON_final|WINZOJ|909,910,WINZOJ,8.0044,10.9848,16.1574,90.0,90.0,90.232,3.87,1.339
HOMOLUMOCHON_final|WIRCOP|910,911,WIRCOP,7.722,7.335,29.616,90.0,90.0,93.31,5.01,1.136
HOMOLUMOCHON_final|WIVGUE|911,912,WIVGUE,10.0719,11.2639,14.2688,90.0,90.0,98.771,3.54,1.239
HOMOLUMOCHON_final|WIVHOZ|912,913,WIVHOZ,21.939,6.319,12.606,90.0,90.0,105.79,5.06,1.163
HOMOLUMOCHON_final|WIVJER|913,914,WIVJER,27.502,5.7391,9.1652,90.0,90.0,105.962,4.22,1.291
HOMOLUMOCHON_final|WOKWAV|914,915,WOKWAV,11.5169,7.9585,13.1517,90.0,90.0,94.033,4.25,1.371
HOMOLUMOCHON_final|WOMSOG|915,916,WOMSOG,9.6909,24.412,8.4755,90.0,90.0,115.234,6.05,1.247
HOMOLUMOCHON_final|WONGUC|916,917,WONGUC,10.9702,11.3906,11.6509,106.014,109.455,97.51,3.56,1.409
HOMOLUMOCHON_final|WONJAL|917,918,WONJAL,11.0109,11.6707,12.061,85.309,63.85,80.62,4.22,1.323
HOMOLUMOCHON_final|WOQVON|918,919,WOQVON,7.5835,23.966,8.1572,90.0,90.0,117.21,3.78,1.342
HOMOLUMOCHON_final|WOYTAH|919,920,WOYTAH,9.9865,10.56,13.7281,86.2498,64.127,84.3378,3.43,1.247
HOMOLUMOCHON_final|WUBWAR|920,921,WUBWAR,6.597,13.1429,18.169,90.0,90.0,90.0,4.43,1.342
HOMOLUMOCHON_final|WUBWEV|921,922,WUBWEV,10.1674,11.8663,13.3721,90.0,90.0,90.0,4.09,1.311
HOMOLUMOCHON_final|WUMHUH|922,923,WUMHUH,7.1955,11.1284,18.5031,90.0,90.0,90.0,2.52,1.338
HOMOLUMOCHON_final|WUNBOX|923,924,WUNBOX,7.6426,20.5458,7.7832,90.0,90.0,112.206,4.01,1.305
HOMOLUMOCHON_final|WURWOV|924,925,WURWOV,5.858,8.232,19.241,90.0,90.0,91.315,3.6,1.205
HOMOLUMOCHON_final|WUSMON|925,926,WUSMON,7.2727,10.6193,11.9024,90.0,90.0,99.287,2.48,1.225
HOMOLUMOCHON_final|WUTVIR01|926,927,WUTVIR01,9.586,8.058,11.608,90.0,90.0,97.863,4.78,1.392
HOMOLUMOCHON_final|WUZVOC|927,928,WUZVOC,9.2787,9.8357,19.6689,90.0,90.0,100.7094,4.58,1.357
HOMOLUMOCHON_final|XACYIL|928,929,XACYIL,12.4297,10.2084,16.782,90.0,90.0,108.126,5.01,1.433
HOMOLUMOCHON_final|XACZAE|929,930,XACZAE,9.37,10.007,12.612,81.02,88.679,82.965,6.25,1.239
HOMOLUMOCHON_final|XACZEI|930,931,XACZEI,11.2133,6.5038,24.726,90.0,90.0,103.01,5.03,1.196
HOMOLUMOCHON_final|XACZIM|931,932,XACZIM,6.448,10.527,23.017,90.0,90.0,90.0,6.03,1.116
